Date,Open,High,Low,Close,Adj Close,Volume
2014-10-06,88.620003,89.169998,87.620003,88.269997,76.014076,20122200
2014-10-07,87.800003,88.930000,87.089996,87.120003,75.023750,17899300
2014-10-08,86.870003,88.050003,85.470001,87.970001,75.755730,35988600
2014-10-09,87.300003,87.449997,84.500000,84.739998,72.974197,36667400
2014-10-10,84.489998,85.410004,82.639999,83.550003,71.949440,60474300
2014-10-13,83.370003,84.389999,80.860001,80.970001,69.727661,47549300
2014-10-14,81.650002,82.290001,79.519997,79.949997,68.849266,55995600
2014-10-15,78.910004,80.769997,77.510002,80.559998,69.374565,69469600
2014-10-16,78.830002,82.820000,78.500000,82.000000,70.614639,59796300
2014-10-17,83.510002,85.900002,82.000000,82.699997,71.217422,38000000
2014-10-20,82.629997,83.669998,82.220001,83.419998,71.837471,26502600
2014-10-21,84.370003,86.150002,84.339996,85.959999,74.024811,31358200
2014-10-22,86.180000,86.709999,84.279999,84.330002,72.621124,36142500
2014-10-23,85.519997,86.809998,85.070000,85.900002,73.973152,26558000
2014-10-24,85.940002,86.089996,84.470001,85.599998,73.714790,25247400
2014-10-27,84.239998,84.290001,82.940002,83.800003,72.164711,23501400
2014-10-28,84.239998,85.940002,83.680000,85.709999,73.809509,23625000
2014-10-29,86.650002,87.370003,85.169998,85.989998,74.050629,26722500
2014-10-30,85.330002,86.059998,84.690002,85.680000,73.783669,18796000
2014-10-31,85.860001,87.519997,85.059998,87.419998,75.282089,20264300
2014-11-03,87.480003,88.410004,85.779999,86.040001,74.093704,26605600
2014-11-04,85.000000,85.050003,83.529999,84.269997,72.569443,23439100
2014-11-05,85.120003,86.120003,84.459999,85.750000,73.843956,27445100
2014-11-06,85.209999,86.849998,84.930000,86.830002,74.774017,23026300
2014-11-07,87.029999,88.480003,86.860001,87.790001,75.600731,18042000
2014-11-10,88.550003,88.959999,86.739998,87.000000,74.920410,22953400
2014-11-11,87.080002,87.470001,86.230003,87.260002,75.144295,17380900
2014-11-12,86.709999,87.610001,86.389999,86.489998,74.481209,17624600
2014-11-13,86.029999,86.139999,83.949997,85.339996,73.490891,31588300
2014-11-14,85.760002,86.309998,85.180000,86.209999,74.240097,17962300
2014-11-17,85.680000,86.269997,85.360001,85.760002,73.852585,12215100
2014-11-18,85.730003,86.540001,85.419998,85.830002,73.912849,19680300
2014-11-19,85.989998,86.580002,85.230003,86.279999,74.300377,14746200
2014-11-20,86.449997,87.489998,86.220001,87.360001,75.230415,16917300
2014-11-21,88.870003,89.220001,87.860001,88.500000,76.212143,28685200
2014-11-24,88.209999,88.690002,87.440002,87.820000,75.626549,16678100
2014-11-25,88.300003,88.370003,86.269997,86.389999,74.395096,22554000
2014-11-26,85.989998,86.209999,85.150002,85.300003,73.456444,20873200
2014-11-28,81.739998,82.000000,79.580002,79.820000,68.737320,42538300
2014-12-01,79.389999,80.349998,78.669998,80.099998,68.978439,51594500
2014-12-02,79.529999,81.750000,79.500000,80.970001,69.727661,33234900
2014-12-03,81.489998,82.610001,81.209999,81.959999,70.580185,31549200
2014-12-04,81.169998,81.769997,80.519997,81.250000,69.968758,23579500
2014-12-05,81.070000,81.309998,79.959999,80.279999,69.133461,23443300
2014-12-08,79.199997,79.500000,76.860001,77.029999,66.334702,41192700
2014-12-09,76.860001,78.190002,76.599998,77.870003,67.058075,33668900
2014-12-10,76.650002,76.739998,74.970001,75.470001,64.991295,44533800
2014-12-11,75.370003,77.339996,75.250000,75.419998,64.948235,35551700
2014-12-12,74.519997,75.379997,73.889999,74.019997,63.742619,50054300
2014-12-15,74.629997,75.330002,73.199997,73.360001,63.174263,47481100
2014-12-16,72.690002,76.290001,72.510002,74.010002,63.734028,57284400
2014-12-17,74.430000,77.830002,74.290001,77.080002,66.377762,62470200
2014-12-18,79.059998,79.349998,76.570000,78.559998,67.652260,52263500
2014-12-19,78.959999,80.669998,78.089996,80.570000,69.814178,46742800
2014-12-22,79.970001,80.169998,78.919998,79.750000,69.103653,33238100
2014-12-23,80.330002,80.989998,79.760002,80.720001,69.944176,26529200
2014-12-24,80.250000,80.440002,79.199997,80.129997,69.432922,14047800
2014-12-26,80.440002,80.809998,79.760002,80.110001,69.415596,14464600
2014-12-29,80.290001,81.000000,79.919998,80.400002,69.666885,18224100
2014-12-30,80.300003,80.470001,79.510002,79.760002,69.112305,19148100
2014-12-31,79.290001,80.000000,78.690002,79.160004,68.592430,21541900
2015-01-02,78.730003,79.790001,78.379997,79.529999,68.913017,27749100
2015-01-05,78.419998,78.449997,75.849998,76.239998,66.062233,45395200
2015-01-06,76.110001,76.730003,74.589996,75.120003,65.091759,41876600
2015-01-07,76.029999,76.360001,74.779999,75.279999,65.230385,31192400
2015-01-08,75.889999,77.150002,75.580002,76.970001,66.694771,28186900
2015-01-09,77.019997,77.150002,75.669998,76.360001,66.166222,24952100
2015-01-12,75.389999,75.389999,73.760002,74.160004,64.259911,28940600
2015-01-13,74.459999,75.040001,72.879997,73.570000,63.748657,34051400
2015-01-14,72.870003,73.910004,71.699997,73.800003,63.947964,52152500
2015-01-15,74.669998,74.860001,72.800003,72.860001,63.133438,41346000
2015-01-16,73.290001,75.330002,73.230003,75.230003,65.187057,42741900
2015-01-20,74.839996,75.360001,73.930000,75.320000,65.265030,28085800
2015-01-21,75.870003,76.870003,75.320000,76.849998,66.590805,28330800
2015-01-22,77.339996,77.449997,75.800003,77.209999,66.902740,33018800
2015-01-23,76.860001,77.760002,76.540001,76.660004,66.426163,21147400
2015-01-26,76.919998,77.959999,76.239998,77.760002,67.379318,18362100
2015-01-27,77.150002,78.080002,76.959999,77.709999,67.335968,21602300
2015-01-28,77.500000,77.500000,74.500000,74.650002,64.684494,38833400
2015-01-29,75.250000,75.349998,73.209999,74.900002,64.901100,30123700
2015-01-30,74.339996,76.410004,73.839996,75.550003,65.464348,43848100
2015-02-02,76.480003,77.889999,75.959999,77.860001,67.465958,35465700
2015-02-03,78.760002,80.400002,78.730003,79.989998,69.311623,47027900
2015-02-04,78.949997,79.400002,78.010002,78.669998,68.167831,41132200
2015-02-05,79.599998,80.250000,79.120003,79.800003,69.146996,31786200
2015-02-06,80.430000,80.570000,79.419998,79.820000,69.164314,26134600
2015-02-09,80.160004,80.820000,79.720001,79.900002,69.233650,20203800
2015-02-10,80.040001,80.110001,78.410004,79.860001,69.198975,21971300
2015-02-11,78.839996,79.660004,78.440002,79.300003,68.713737,26196600
2015-02-12,80.379997,80.709999,79.800003,80.339996,69.614906,26422300
2015-02-13,81.129997,82.129997,80.919998,82.040001,71.087944,31187900
2015-02-17,81.650002,82.430000,81.169998,82.290001,71.304565,22125900
